00 1c 02 03 04 
00 1c 02 03 05 
00 1c 02 03 07 
00 25 0f 14 16 
00 25 0f 14 17 
00 25 0f 14 19 03 
00 25 0f 14 19 
00 25 0f 14 27 
00 25 0f 15 02 03 
00 25 0f 15 03 
00 25 0f 15 09 03 
00 25 0f 15 09 
00 25 0f 15 11 0a 
00 25 0f 15 19 03 
00 25 0f 15 1f 03 
00 25 0f 15 
00 25 0f 1a 04 
00 25 0f 1a 09 
00 25 0f 1a 0b 
00 25 0f 1a 10 03 
00 25 0f 1a 19 03 
00 25 0f 1a 1f 03 
00 25 0f 1b 03 03 
00 25 0f 1b 04 1d 
00 25 0f 1b 09 21 
00 25 0f 1b 10 03 
00 25 0f 1b 11 0b 
00 25 0f 1b 19 03 
00 25 0f 1b 1f 03 
00 25 0f 1b 20 03 
00 25 0f 1b 27 03 
00 25 0f 1c 02 
00 25 0f 1c 03 
00 25 0f 1c 04 04 
00 25 0f 1c 09 
00 25 0f 1c 10 03 
00 25 0f 1c 19 03 
00 25 0f 1c 1f 03 
00 25 0f 1d 02 
00 25 0f 1d 04 
00 25 0f 1d 0b 
00 25 0f 1d 10 19 
00 25 0f 1d 17 03 
00 25 0f 1d 17 
00 25 0f 1d 18 0b 
00 25 0f 1d 19 03 
00 25 0f 1d 27 
00 25 0f 20 02 1c 
00 25 0f 20 08 15 
00 25 0f 20 09 03 
00 25 0f 20 0a 1c 
00 25 0f 20 0b 03 
00 25 0f 20 10 0c 
00 25 0f 20 18 1b 
00 25 0f 20 19 03 
00 25 0f 20 1f 03 
00 25 0f 20 20 03 
00 25 0f 21 02 03 
00 25 0f 21 04 03 
00 25 0f 21 08 03 
00 25 0f 21 09 03 
00 25 0f 21 0b 03 
00 25 0f 21 0c 03 
00 25 0f 21 10 03 
00 25 0f 21 11 0b 
00 25 0f 21 16 03 
00 25 0f 21 17 1b 
00 25 0f 21 18 1b 
00 25 0f 21 19 03 
00 25 0f 21 1f 03 
00 25 0f 21 20 03 
00 25 0f 21 27 03 
00 25 0f 21 
00 25 0f 22 02 03 
00 25 0f 22 02 
00 25 0f 22 03 03 
00 25 0f 22 08 
00 25 0f 22 09 0b 
00 25 0f 22 0b 0c 
00 25 0f 22 0b 
00 25 0f 22 10 0c 
00 25 0f 22 11 1a 
00 25 0f 22 17 24 
00 25 0f 22 18 
00 25 0f 22 19 03 
00 25 0f 22 1f 0b 
00 25 0f 22 27 
00 25 0f 23 02 03 
00 25 0f 23 11 
00 25 0f 23 19 03 
00 25 10 03 00 00 
00 25 10 03 04 04 
00 25 10 03 08 00 
00 25 10 03 09 04 
00 25 10 03 0a 00 
00 25 10 03 0e 00 
00 25 10 03 0f 00 
00 25 10 03 14 00 
00 25 10 03 1f 06 
00 25 10 03 20 06 
00 25 10 03 27 06 
00 25 10 0c 01 03 
00 25 10 0c 04 0a 
00 25 10 0c 09 02 
00 25 10 0c 0f 02 
00 25 10 0c 12 0a 
00 25 10 0c 15 
00 25 10 0c 27 13 
00 25 10 13 02 0d 
00 25 10 13 04 14 
00 25 10 13 08 0a 
00 25 10 13 09 03 
00 25 10 13 0e 10 
00 25 10 13 0f 03 
00 25 10 13 12 14 
00 25 10 13 27 0c 
00 25 10 15 02 13 
00 25 10 15 03 13 
00 25 10 15 08 12 
00 25 10 15 09 11 
00 25 10 15 0a 0c 
00 25 10 15 0e 0c 
00 25 10 15 0f 0c 
00 25 10 15 12 1a 
00 25 10 1a 02 0d 
00 25 10 1a 08 12 
00 25 10 1a 09 03 
00 25 10 1a 0a 03 
00 25 10 1a 0e 03 
00 25 10 1a 0f 03 
00 25 10 1a 11 03 
00 25 10 1a 12 15 
00 25 10 1a 14 
00 25 10 1a 15 1d 
00 25 10 1a 16 1c 
00 25 10 1b 02 0d 
00 25 10 1b 08 12 
00 25 10 1b 09 03 
00 25 10 1b 0f 03 
00 25 10 1b 12 0c 
00 25 10 1b 16 1c 
00 25 10 1c 08 12 
00 25 10 1c 09 03 
00 25 10 1c 0a 03 
00 25 10 1c 0e 03 
00 25 10 1c 0f 03 
00 25 10 1c 11 19 
00 25 10 1c 12 15 
00 25 10 1c 12 
00 25 10 1c 16 1a 
00 25 10 1c 16 
00 25 10 1c 20 20 
00 25 10 20 02 23 
00 25 10 20 03 23 
00 25 10 20 08 1c 
00 25 10 20 09 1c 
00 25 10 20 0a 0c 
00 25 10 20 0e 0c 
00 25 10 20 0f 0c 
00 25 10 20 12 14 
00 25 10 20 12 
00 25 10 20 14 03 
00 25 10 20 16 
00 25 10 20 20 1c 
00 25 10 21 02 0d 
00 25 10 21 03 0d 
00 25 10 21 08 13 
00 25 10 21 09 03 
00 25 10 21 0a 03 
00 25 10 21 0e 03 
00 25 10 21 0f 03 
00 25 10 21 12 0c 
00 25 10 21 14 03 
00 25 10 22 08 20 
00 25 10 22 09 0c 
00 25 10 22 0a 0c 
00 25 10 22 0e 0c 
00 25 10 22 0f 0c 
00 25 10 22 12 13 
00 25 10 22 14 0c 
00 25 10 22 14 
00 25 10 22 15 1d 
00 25 10 22 1e 03 
00 25 10 23 08 13 
00 25 10 23 09 20 
00 25 10 23 0f 03 
00 25 10 23 12 0c 
00 25 10 24 02 13 
00 25 10 24 04 1b 
00 25 10 24 08 13 
00 25 10 24 09 21 
00 25 10 24 0a 03 
00 25 10 24 0f 03 
00 25 10 24 12 0c 
00 25 10 24 14 03 
00 25 11 03 08 00 
00 25 11 03 09 00 
00 25 11 03 0a 00 
00 25 11 03 0e 00 
00 25 11 03 1e 00 
00 25 11 03 1f 06 
00 25 11 0b 04 
00 25 11 0b 08 08 
00 25 11 0b 15 08 
00 25 11 0b 15 
00 25 11 0b 17 0c 
00 25 11 0b 18 08 
00 25 11 0b 1e 08 
00 25 11 0b 1f 0e 
00 25 11 0b 27 08 
00 25 11 0c 01 
00 25 11 0c 03 
00 25 11 0c 0f 0b 
00 25 11 0c 16 1b 
00 25 11 0c 18 02 
00 25 11 0c 18 
00 25 11 0c 1f 
00 25 11 0c 27 
00 25 11 0c 
00 25 11 13 02 20 
00 25 11 13 08 0b 
00 25 11 13 09 0a 
00 25 11 13 0e 0a 
00 25 11 13 27 10 
00 25 11 14 04 0a 
00 25 11 14 08 0b 
00 25 11 14 09 0a 
00 25 11 14 0f 0a 
00 25 11 14 10 0a 
00 25 11 14 1f 1d 
00 25 11 14 27 0a 
00 25 11 14 
00 25 11 15 02 21 
00 25 11 15 08 0b 
00 25 11 15 09 11 
00 25 11 15 0f 0a 
00 25 11 15 10 11 
00 25 11 15 1f 1d 
00 25 11 15 
00 25 11 1a 02 20 
00 25 11 1a 08 12 
00 25 11 1a 09 0b 
00 25 11 1a 10 15 
00 25 11 1a 14 1d 
00 25 11 1a 15 
00 25 11 1a 17 1c 
00 25 11 1a 27 0c 
00 25 11 1b 09 0b 
00 25 11 1b 0f 0b 
00 25 11 1b 17 1c 
00 25 11 1b 
00 25 11 1c 04 
00 25 11 1c 08 
00 25 11 1c 09 03 
00 25 11 1c 0a 
00 25 11 1c 10 0c 
00 25 11 1c 10 
00 25 11 1c 14 
00 25 11 1c 17 1a 
00 25 11 1c 17 
00 25 11 1c 19 
00 25 11 1c 1e 
00 25 11 1c 20 
00 25 11 1d 10 12 
00 25 11 1d 10 
00 25 11 1d 14 
00 25 11 1d 15 
00 25 11 20 02 03 
00 25 11 20 02 
00 25 11 20 03 
00 25 11 20 08 
00 25 11 20 09 
00 25 11 20 0a 13 
00 25 11 20 0a 
00 25 11 20 10 14 
00 25 11 20 10 
00 25 11 20 14 
00 25 11 20 15 03 
00 25 11 20 16 14 
00 25 11 20 16 
00 25 11 20 17 
00 25 11 20 20 
00 25 11 20 
00 25 11 21 02 03 
00 25 11 21 08 0b 
00 25 11 21 09 0b 
00 25 11 21 0a 0b 
00 25 11 21 0e 0b 
00 25 11 21 0f 0b 
00 25 11 21 10 0c 
00 25 11 21 15 03 
00 25 11 21 16 0c 
00 25 11 21 1f 1d 
00 25 11 21 27 0c 
00 25 11 21 
00 25 11 23 02 03 
00 25 11 23 08 0b 
00 25 11 23 09 0b 
00 25 11 23 0f 0b 
00 25 11 23 10 0c 
00 25 11 23 16 0c 
00 25 11 23 1f 1d 
00 25 11 23 27 0c 
00 25 11 23 
00 25 11 24 02 03 
00 25 11 24 08 0b 
00 25 11 24 09 0c 
00 25 11 24 0f 0b 
00 25 11 24 10 0c 
00 25 11 24 15 03 
00 25 11 24 16 0c 
00 25 11 24 1f 1d 
00 25 11 24 27 0c 
00 25 11 24 
00 25 17 03 02 00 
00 25 17 03 0f 00 
00 25 17 03 13 00 
00 25 17 03 15 00 
00 25 17 03 16 00 
00 25 17 03 18 00 
00 25 17 03 19 05 
00 25 17 03 1e 00 
00 25 17 03 27 00 
00 25 17 0b 04 
00 25 17 0b 10 0f 
00 25 17 0b 11 0c 
00 25 17 0b 13 08 
00 25 17 0b 13 
00 25 17 0b 15 08 
00 25 17 0b 16 08 
00 25 17 0b 18 0c 
00 25 17 0b 1e 08 
00 25 17 0b 1e 
00 25 17 0b 1f 0e 
00 25 17 0b 20 08 
00 25 17 0b 27 08 
00 25 17 0c 02 08 
00 25 17 0c 0f 02 
00 25 17 0c 16 02 
00 25 17 0c 20 02 
00 25 17 13 09 0c 
00 25 17 13 15 03 
00 25 17 13 19 0a 
00 25 17 13 1e 03 
00 25 17 13 27 0a 
00 25 17 14 09 0c 
00 25 17 14 16 03 
00 25 17 14 18 03 
00 25 17 14 19 03 
00 25 17 14 1f 0c 
00 25 17 14 20 0a 
00 25 17 14 
00 25 17 15 15 03 
00 25 17 15 16 03 
00 25 17 15 18 0c 
00 25 17 15 19 0c 
00 25 17 15 1e 03 
00 25 17 15 1f 0c 
00 25 17 15 20 0c 
00 25 17 15 27 0b 
00 25 17 15 
00 25 17 1a 04 
00 25 17 1a 10 1c 
00 25 17 1a 12 1d 
00 25 17 1a 13 
00 25 17 1a 16 03 
00 25 17 1a 1e 
00 25 17 1a 20 15 
00 25 17 1a 27 03 
00 25 17 1a 
00 25 17 1b 10 1c 
00 25 17 1b 16 0c 
00 25 17 1c 02 
00 25 17 1c 04 
00 25 17 1c 10 1a 
00 25 17 1c 10 
00 25 17 1c 15 
00 25 17 1c 19 03 
00 25 17 1c 
00 25 17 1d 09 
00 25 17 1d 0a 
00 25 17 1d 0e 
00 25 17 1d 0f 03 
00 25 17 1d 0f 
00 25 17 1d 11 
00 25 17 1d 12 
00 25 17 1d 13 
00 25 17 1d 15 
00 25 17 1d 16 03 
00 25 17 1d 16 
00 25 17 1d 18 15 
00 25 17 1d 18 
00 25 17 1d 1e 
00 25 17 1d 20 0c 
00 25 17 1d 27 03 
00 25 17 20 02 0b 
00 25 17 20 03 0b 
00 25 17 20 10 
00 25 17 20 12 
00 25 17 20 13 03 
00 25 17 20 15 03 
00 25 17 20 15 
00 25 17 20 16 03 
00 25 17 20 17 14 
00 25 17 20 17 
00 25 17 20 18 03 
00 25 17 20 19 0c 
00 25 17 20 1e 03 
00 25 17 20 1f 0c 
00 25 17 20 27 0b 
00 25 17 21 02 03 
00 25 17 21 09 0c 
00 25 17 21 0a 03 
00 25 17 21 0e 03 
00 25 17 21 0f 03 
00 25 17 21 13 03 
00 25 17 21 15 03 
00 25 17 21 16 03 
00 25 17 21 17 0c 
00 25 17 21 18 03 
00 25 17 21 1f 0c 
00 25 17 21 20 13 
00 25 17 21 27 03 
00 25 17 21 
00 25 17 22 09 
00 25 17 22 0a 
00 25 17 22 0e 
00 25 17 22 0f 
00 25 17 22 11 
00 25 17 22 12 
00 25 17 22 13 0c 
00 25 17 22 13 
00 25 17 22 15 
00 25 17 22 16 
00 25 17 22 17 20 
00 25 17 22 19 
00 25 17 22 1e 03 
00 25 17 22 1e 
00 25 17 24 02 03 
00 25 17 24 09 0c 
00 25 17 24 0a 03 
00 25 17 24 0f 03 
00 25 17 24 13 03 
00 25 17 24 16 03 
00 25 17 24 17 0c 
00 25 17 24 18 03 
00 25 17 24 1f 0c 
00 25 17 24 27 03 
00 25 17 24 
00 25 18 03 04 00 
00 25 18 03 17 00 
00 25 18 03 19 00 
00 25 18 03 1a 04 
00 25 18 03 1b 04 
00 25 18 03 1c 00 
00 25 18 03 1e 00 
00 25 18 03 20 00 
00 25 18 03 26 06 
00 25 18 03 27 00 
00 25 18 0b 01 
00 25 18 0b 03 
00 25 18 0b 04 02 
00 25 18 0b 04 
00 25 18 0b 10 0d 
00 25 18 0b 11 08 
00 25 18 0b 17 0c 
00 25 18 0b 19 08 
00 25 18 0b 1a 0c 
00 25 18 0b 1b 0c 
00 25 18 0b 1c 08 
00 25 18 0b 1c 
00 25 18 0b 1e 08 
00 25 18 0b 20 0d 
00 25 18 0b 27 08 
00 25 18 0c 02 1b 
00 25 18 0c 04 02 
00 25 18 0c 11 02 
00 25 18 0c 11 
00 25 18 0c 1a 02 
00 25 18 0c 1e 02 
00 25 18 0c 20 02 
00 25 18 0c 
00 25 18 14 02 03 
00 25 18 14 12 03 
00 25 18 14 1a 0a 
00 25 18 14 1c 
00 25 18 14 1e 
00 25 18 14 1f 
00 25 18 14 26 03 
00 25 18 15 08 0a 
00 25 18 15 0e 0a 
00 25 18 15 10 11 
00 25 18 15 17 0c 
00 25 18 15 19 11 
00 25 18 15 1a 11 
00 25 18 15 1e 0a 
00 25 18 15 20 0a 
00 25 18 15 27 0b 
00 25 18 1a 02 03 
00 25 18 1a 03 
00 25 18 1a 04 03 
00 25 18 1a 08 
00 25 18 1a 0e 
00 25 18 1a 0f 
00 25 18 1a 12 14 
00 25 18 1a 17 03 
00 25 18 1a 18 03 
00 25 18 1a 18 
00 25 18 1a 1a 0c 
00 25 18 1a 1c 
00 25 18 1a 1e 12 
00 25 18 1a 20 12 
00 25 18 1a 20 
00 25 18 1a 26 
00 25 18 1a 27 0c 
00 25 18 1a 27 
00 25 18 1a 
00 25 18 1b 09 22 
00 25 18 1b 09 
00 25 18 1b 12 0c 
00 25 18 1b 26 0c 
00 25 18 1b 
00 25 18 1d 03 
00 25 18 1d 04 03 
00 25 18 1d 09 22 
00 25 18 1d 0e 
00 25 18 1d 0f 
00 25 18 1d 12 
00 25 18 1d 18 
00 25 18 1d 19 0c 
00 25 18 1d 19 
00 25 18 1d 1a 0c 
00 25 18 1d 1a 
00 25 18 1d 1b 
00 25 18 1d 1c 
00 25 18 1d 1e 12 
00 25 18 1d 20 0c 
00 25 18 1d 20 
00 25 18 1d 26 
00 25 18 1d 27 0c 
00 25 18 1d 27 
00 25 18 20 02 23 
00 25 18 20 08 0b 
00 25 18 20 0e 03 
00 25 18 20 0f 1b 
00 25 18 20 19 0c 
00 25 18 20 1c 03 
00 25 18 20 1d 1d 
00 25 18 20 1e 23 
00 25 18 20 27 0b 
00 25 18 20 
00 25 18 21 02 23 
00 25 18 21 03 20 
00 25 18 21 04 20 
00 25 18 21 08 20 
00 25 18 22 02 04 
00 25 18 22 03 
00 25 18 22 04 
00 25 18 22 0e 
00 25 18 22 0f 
00 25 18 22 12 
00 25 18 22 19 
00 25 18 22 1a 
00 25 18 22 1b 
00 25 18 22 1c 0c 
00 25 18 22 1c 
00 25 18 22 1d 24 
00 25 18 22 1e 
00 25 18 22 20 03 
00 25 18 22 26 
00 25 18 22 27 
00 25 18 23 11 
00 25 18 24 02 03 
00 25 18 24 03 03 
00 25 18 24 08 0b 
00 25 18 24 19 0c 
00 25 18 24 1a 0c 
00 25 18 24 1c 03 
00 25 18 24 20 0c 
00 25 18 24 27 0c 
00 25 18 24 
00 25 19 03 0e 00 
00 25 19 03 0f 00 
00 25 19 03 17 05 
00 25 19 03 1d 00 
00 25 19 03 1e 00 
00 25 19 03 27 00 
00 25 19 03 
00 25 19 0b 01 08 
00 25 19 0b 04 03 
00 25 19 0b 04 
00 25 19 0b 08 03 
00 25 19 0b 0f 02 
00 25 19 0b 18 08 
00 25 19 0b 1d 08 
00 25 19 0b 1d 
00 25 19 0b 1e 08 
00 25 19 0b 27 08 
00 25 19 0c 01 
00 25 19 0c 0f 02 
00 25 19 0c 1e 
00 25 19 0c 
00 25 19 13 04 
00 25 19 13 08 0a 
00 25 19 13 0f 10 
00 25 19 13 10 03 
00 25 19 13 17 0a 
00 25 19 13 27 0c 
00 25 19 14 02 
00 25 19 14 08 
00 25 19 14 0e 03 
00 25 19 14 0e 
00 25 19 14 0f 03 
00 25 19 14 0f 
00 25 19 14 11 
00 25 19 14 17 03 
00 25 19 14 17 
00 25 19 14 1d 
00 25 19 14 1e 
00 25 19 14 
00 25 19 15 02 03 
00 25 19 15 0e 03 
00 25 19 15 0f 03 
00 25 19 15 10 03 
00 25 19 15 17 0c 
00 25 19 15 18 11 
00 25 19 15 1e 03 
00 25 19 15 27 0b 
00 25 19 15 
00 25 19 1a 04 03 
00 25 19 1a 04 
00 25 19 1a 0e 03 
00 25 19 1a 0f 03 
00 25 19 1a 12 1d 
00 25 19 1a 18 0c 
00 25 19 1a 1d 
00 25 19 1a 1e 
00 25 19 1a 26 1d 
00 25 19 1a 27 03 
00 25 19 1a 
00 25 19 1b 08 1c 
00 25 19 1b 09 
00 25 19 1b 0f 03 
00 25 19 1b 1e 0c 
00 25 19 1b 
00 25 19 1c 04 03 
00 25 19 1c 0e 03 
00 25 19 1c 0f 03 
00 25 19 1c 17 0c 
00 25 19 1c 18 0c 
00 25 19 1c 27 03 
00 25 19 1c 
00 25 19 1d 02 
00 25 19 1d 09 
00 25 19 1d 0e 03 
00 25 19 1d 0f 03 
00 25 19 1d 12 
00 25 19 1d 18 0c 
00 25 19 1d 18 
00 25 19 1d 1d 
00 25 19 1d 1e 
00 25 19 1d 26 
00 25 19 1d 27 03 
00 25 19 1d 
00 25 19 20 0e 03 
00 25 19 20 0f 03 
00 25 19 20 12 
00 25 19 20 17 14 
00 25 19 20 18 0c 
00 25 19 20 1d 03 
00 25 19 20 1e 03 
00 25 19 20 26 1c 
00 25 19 20 27 0b 
00 25 19 20 
00 25 19 21 02 03 
00 25 19 21 0e 03 
00 25 19 21 0f 03 
00 25 19 21 17 0c 
00 25 19 21 18 0c 
00 25 19 21 1d 03 
00 25 19 21 1e 03 
00 25 19 21 27 0c 
00 25 19 21 
00 25 19 22 02 
00 25 19 22 03 0c 
00 25 19 22 03 
00 25 19 22 04 
00 25 19 22 08 
00 25 19 22 09 
00 25 19 22 0e 03 
00 25 19 22 0f 03 
00 25 19 22 11 
00 25 19 22 12 
00 25 19 22 17 20 
00 25 19 22 1d 0c 
00 25 19 22 1d 
00 25 19 22 1e 03 
00 25 19 22 1e 
00 25 19 22 26 
00 25 19 22 
00 25 19 23 0e 03 
00 25 19 23 0e 
00 25 19 23 0f 03 
00 25 19 23 
00 25 19 24 02 03 
00 25 19 24 04 03 
00 25 19 24 0f 03 
00 25 19 24 17 0c 
00 25 19 24 18 0c 
00 25 19 24 1d 03 
00 25 19 24 1e 03 
00 25 19 24 27 0c 
00 25 19 24 
00 25 1f 03 00 00 
00 25 1f 03 04 05 
00 25 1f 03 08 00 
00 25 1f 03 0e 00 
00 25 1f 03 0f 00 
00 25 1f 03 10 06 
00 25 1f 03 18 05 
00 25 1f 03 1b 00 
00 25 1f 03 20 06 
00 25 1f 0b 01 08 
00 25 1f 0b 01 
00 25 1f 0b 02 
00 25 1f 0b 03 03 
00 25 1f 0b 03 
00 25 1f 0b 04 0e 
00 25 1f 0b 04 
00 25 1f 0b 08 
00 25 1f 0b 0e 
00 25 1f 0b 0f 02 
00 25 1f 0b 11 0e 
00 25 1f 0b 17 0e 
00 25 1f 0b 18 
00 25 1f 0b 19 0f 
00 25 1f 0b 1b 08 
00 25 1f 0b 1b 
00 25 1f 0b 20 0e 
00 25 1f 0b 20 
00 25 1f 0b 27 
00 25 1f 0c 04 03 
00 25 1f 0c 04 
00 25 1f 0c 09 03 
00 25 1f 0c 11 
00 25 1f 0c 12 
00 25 1f 0c 18 03 
00 25 1f 0c 26 1d 
00 25 1f 0c 27 13 
00 25 1f 13 03 
00 25 1f 13 08 10 
00 25 1f 13 09 03 
00 25 1f 13 18 23 
00 25 1f 13 27 0c 
00 25 1f 14 0f 0a 
00 25 1f 14 11 17 
00 25 1f 14 12 1d 
00 25 1f 14 17 0b 
00 25 1f 14 18 
00 25 1f 14 26 1d 
00 25 1f 15 03 03 
00 25 1f 15 0e 03 
00 25 1f 15 0f 03 
00 25 1f 15 11 1d 
00 25 1f 15 17 0c 
00 25 1f 1a 02 
00 25 1f 1a 03 03 
00 25 1f 1a 03 
00 25 1f 1a 04 03 
00 25 1f 1a 08 12 
00 25 1f 1a 09 03 
00 25 1f 1a 0e 03 
00 25 1f 1a 0f 03 
00 25 1f 1a 12 1d 
00 25 1f 1a 18 03 
00 25 1f 1a 18 
00 25 1f 1a 19 03 
00 25 1f 1a 19 
00 25 1f 1a 1b 
00 25 1f 1a 26 1d 
00 25 1f 1b 0f 03 
00 25 1f 1c 02 03 
00 25 1f 1c 03 03 
00 25 1f 1c 04 03 
00 25 1f 1c 08 12 
00 25 1f 1c 09 1f 
00 25 1f 1c 0e 03 
00 25 1f 1c 0f 03 
00 25 1f 1c 11 1f 
00 25 1f 1c 18 03 
00 25 1f 1c 27 1f 
00 25 1f 1d 11 0c 
00 25 1f 21 02 1c 
00 25 1f 21 04 03 
00 25 1f 21 09 03 
00 25 1f 21 0e 03 
00 25 1f 21 0f 03 
00 25 1f 21 11 1d 
00 25 1f 21 17 25 
00 25 1f 21 18 03 
00 25 1f 21 1b 03 
00 25 1f 21 1c 03 
00 25 1f 22 02 1c 
00 25 1f 22 04 04 
00 25 1f 22 09 0c 
00 25 1f 22 0e 0b 
00 25 1f 22 0f 0b 
00 25 1f 22 11 1d 
00 25 1f 22 12 1d 
00 25 1f 22 18 
00 25 1f 22 19 03 
00 25 1f 22 1b 0c 
00 25 1f 22 1b 
00 25 1f 22 1c 
00 25 1f 22 27 1d 
00 25 1f 23 04 03 
00 25 1f 23 09 03 
00 25 1f 23 18 03 
00 25 1f 24 02 1c 
00 25 1f 24 03 0d 
00 25 1f 24 04 03 
00 25 1f 24 0f 03 
00 25 1f 24 11 1d 
00 25 1f 24 18 03 
00 25 1f 24 1b 03 
00 25 1f 24 1c 03 
00 25 20 03 02 00 
00 25 20 03 03 00 
00 25 20 03 04 00 
00 25 20 03 08 00 
00 25 20 03 09 21 
00 25 20 03 0f 00 
00 25 20 03 10 06 
00 25 20 03 11 00 
00 25 20 03 17 00 
00 25 20 03 18 00 
00 25 20 03 19 00 
00 25 20 03 1a 00 
00 25 20 0b 02 02 
00 25 20 0b 03 
00 25 20 0b 0f 02 
00 25 20 0b 11 08 
00 25 20 0b 17 0c 
00 25 20 0b 18 08 
00 25 20 0b 19 08 
00 25 20 0b 1a 08 
00 25 20 0b 1f 
00 25 20 0b 24 0c 
00 25 20 0b 25 02 
00 25 20 0c 02 08 
00 25 20 0c 04 02 
00 25 20 0c 18 02 
00 25 20 0c 19 02 
00 25 20 0c 
00 25 20 13 02 03 
00 25 20 13 03 
00 25 20 13 04 17 
00 25 20 13 08 0a 
00 25 20 13 09 21 
00 25 20 13 0f 03 
00 25 20 13 11 10 
00 25 20 13 17 0c 
00 25 20 13 18 0a 
00 25 20 13 18 
00 25 20 13 24 16 
00 25 20 13 25 0b 
00 25 20 13 
00 25 20 14 02 03 
00 25 20 14 02 
00 25 20 14 03 
00 25 20 14 08 
00 25 20 14 24 
00 25 20 15 02 03 
00 25 20 15 03 
00 25 20 15 08 0a 
00 25 20 15 09 21 
00 25 20 15 10 12 
00 25 20 15 11 14 
00 25 20 15 17 0c 
00 25 20 15 18 0a 
00 25 20 15 19 0a 
00 25 20 15 1a 11 
00 25 20 15 25 0b 
00 25 20 15 
00 25 20 1b 02 
00 25 20 1b 08 0b 
00 25 20 1b 0f 03 
00 25 20 1b 
00 25 20 1c 10 20 
00 25 20 1c 1f 1e 
00 25 20 1c 26 1a 
00 25 20 1d 03 
00 25 20 1d 04 
00 25 20 1d 08 0b 
00 25 20 1d 09 21 
00 25 20 1d 09 
00 25 20 1d 17 0c 
00 25 20 1d 18 0c 
00 25 20 1d 18 
00 25 20 1d 19 0c 
00 25 20 1d 19 
00 25 20 1d 1a 0c 
00 25 20 1d 1a 
00 25 20 1d 1f 21 
00 25 20 1d 24 
00 25 20 1d 26 18 
00 25 20 1d 26 
00 25 20 20 03 03 
00 25 20 20 0f 03 
00 25 20 20 10 1c 
00 25 20 20 19 0c 
00 25 20 20 1a 0c 
00 25 20 20 24 03 
00 25 20 20 
00 25 20 21 09 03 
00 25 20 21 0e 03 
00 25 20 21 0f 22 
00 25 20 21 11 1d 
00 25 20 21 17 0c 
00 25 20 21 19 0c 
00 25 20 21 1a 0c 
00 25 20 21 24 0c 
00 25 20 22 02 
00 25 20 22 03 03 
00 25 20 22 03 
00 25 20 22 04 
00 25 20 22 08 
00 25 20 22 09 
00 25 20 22 11 
00 25 20 22 18 03 
00 25 20 22 18 
00 25 20 22 19 03 
00 25 20 22 19 
00 25 20 22 1a 
00 25 20 24 02 03 
00 25 20 24 03 03 
00 25 20 24 04 03 
00 25 20 24 08 0b 
00 25 20 24 09 21 
00 25 20 24 0f 03 
00 25 20 24 18 0c 
00 25 20 24 19 0c 
00 25 20 24 1a 0c 
00 25 20 24 24 03 
00 25 20 24 
00 25 27 03 09 04 
00 25 27 03 10 06 
00 25 27 03 11 06 
00 25 27 03 17 00 
00 25 27 03 18 00 
00 25 27 03 19 00 
00 25 27 03 1a 05 
00 25 27 03 21 06 
00 25 27 03 22 04 
00 25 27 03 23 00 
00 25 27 0b 01 08 
00 25 27 0b 03 02 
00 25 27 0b 08 03 
00 25 27 0b 10 0f 
00 25 27 0b 11 08 
00 25 27 0b 17 08 
00 25 27 0b 18 08 
00 25 27 0b 19 08 
00 25 27 0b 1a 
00 25 27 0b 1f 
00 25 27 0b 22 0c 
00 25 27 0b 23 08 
00 25 27 0b 23 
00 25 27 0c 01 
00 25 27 0c 03 
00 25 27 0c 10 13 
00 25 27 0c 11 
00 25 27 0c 1a 03 
00 25 27 0c 1f 13 
00 25 27 0c 21 02 
00 25 27 0c 24 1d 
00 25 27 13 08 0a 
00 25 27 13 09 1c 
00 25 27 13 0e 03 
00 25 27 13 10 0c 
00 25 27 13 11 10 
00 25 27 13 17 0a 
00 25 27 13 18 10 
00 25 27 13 19 0c 
00 25 27 13 1a 23 
00 25 27 13 1f 0c 
00 25 27 14 02 
00 25 27 14 03 
00 25 27 14 08 
00 25 27 14 0e 
00 25 27 14 0f 
00 25 27 14 11 
00 25 27 14 17 
00 25 27 14 1a 
00 25 27 14 21 
00 25 27 14 22 
00 25 27 14 23 
00 25 27 14 24 1d 
00 25 27 15 03 11 
00 25 27 15 09 1c 
00 25 27 15 0e 0a 
00 25 27 15 0e 
00 25 27 15 0f 0a 
00 25 27 15 10 12 
00 25 27 15 11 11 
00 25 27 15 17 11 
00 25 27 15 18 0a 
00 25 27 15 19 11 
00 25 27 15 22 11 
00 25 27 15 23 11 
00 25 27 15 24 1d 
00 25 27 1a 11 0c 
00 25 27 1a 17 03 
00 25 27 1a 18 03 
00 25 27 1a 18 
00 25 27 1a 19 03 
00 25 27 1a 1a 03 
00 25 27 1a 1a 
00 25 27 1a 21 1d 
00 25 27 1a 22 0c 
00 25 27 1a 22 
00 25 27 1a 23 
00 25 27 1a 24 1d 
00 25 27 1a 
00 25 27 1b 0f 03 
00 25 27 1b 21 23 
00 25 27 1c 02 21 
00 25 27 1c 09 03 
00 25 27 1c 0f 03 
00 25 27 1c 10 1e 
00 25 27 1c 17 03 
00 25 27 1c 19 03 
00 25 27 1c 1a 03 
00 25 27 1c 1f 1e 
00 25 27 1c 21 1a 
00 25 27 1c 22 0c 
00 25 27 1c 23 12 
00 25 27 1c 
00 25 27 1d 03 
