00 1c 02 04 1f 
00 25 17 24 16 
00 25 17 24 1f 
00 25 18 03 26 
00 25 18 0b 10 
00 25 18 0b 11 
00 25 18 0c 1a 
00 25 18 15 1e 
00 25 18 15 27 
00 25 18 1a 12 
00 25 18 1d 09 
00 25 18 1d 1e 
00 25 18 20 02 
00 25 18 20 08 
00 25 18 20 0f 
00 25 18 20 1e 
00 25 18 20 27 
00 25 18 22 20 
00 25 19 13 08 
00 25 19 13 10 
00 25 19 15 0f 
00 25 19 15 10 
00 25 19 15 17 
00 25 19 15 27 
00 25 19 1a 12 
00 25 19 1a 26 
00 25 19 1b 08 
00 25 19 1c 17 
00 25 19 1c 27 
00 25 19 20 0e 
00 25 19 20 0f 
00 25 19 20 17 
00 25 19 20 26 
00 25 19 20 27 
00 25 19 21 0e 
00 25 19 21 0f 
00 25 19 21 17 
00 25 19 21 1e 
00 25 19 21 27 
00 25 19 24 0f 
00 25 19 
00 25 1f 0b 11 
00 25 1f 0b 17 
00 25 1f 0b 19 
00 25 1f 0c 09 
00 25 1f 0c 26 
00 25 1f 13 09 
00 25 1f 13 18 
00 25 1f 14 11 
00 25 1f 14 12 
00 25 1f 14 26 
00 25 1f 15 11 
00 25 1f 15 17 
00 25 1f 1a 04 
00 25 1f 1a 09 
00 25 1f 1a 0f 
00 25 1f 1a 12 
00 25 1f 1a 26 
00 25 1f 1c 04 
00 25 1f 1c 08 
00 25 1f 1c 09 
00 25 1f 1c 0f 
00 25 1f 1c 11 
00 25 1f 1c 27 
00 25 1f 21 02 
00 25 1f 21 04 
00 25 1f 21 09 
00 25 1f 21 0f 
00 25 1f 21 11 
00 25 1f 21 17 
00 25 1f 22 09 
00 25 1f 22 0f 
00 25 1f 22 11 
00 25 1f 22 12 
00 25 1f 22 19 
00 25 1f 22 27 
00 25 1f 24 02 
00 25 1f 24 04 
00 25 1f 24 0f 
00 25 1f 24 11 
00 25 20 0b 11 
00 25 20 13 04 
00 25 20 13 11 
00 25 20 13 25 
00 25 20 15 11 
00 25 20 15 25 
00 25 20 1b 08 
00 25 20 1c 10 
00 25 20 1c 1f 
00 25 20 1c 26 
00 25 20 1d 1f 
00 25 20 20 10 
00 25 20 21 11 
00 25 20 24 09 
00 25 27 0b 10 
00 25 27 0c 10 
00 25 27 0c 24 
00 25 27 13 10 
00 25 27 13 1a 
00 25 27 14 24 
00 25 27 15 24 
00 25 27 1a 21 
00 25 27 1a 24 
00 25 27 1b 21 
00 25 27 1c 10 
00 25 27 1c 21 
00 25 27 1d 1f 
00 25 27 20 1f 
00 25 27 21 03 
00 25 27 21 09 
00 25 27 21 11 
00 25 27 21 18 
00 25 27 21 19 
00 25 27 22 17 
00 25 27 22 1f 
00 25 27 24 02 
00 25 27 24 09 
00 25 27 24 17 
00 03 00 05 
00 03 00 14 
00 03 02 00 0f 
00 03 02 00 10 
00 03 02 00 20 
00 03 02 04 10 
00 03 02 06 09 
00 03 02 07 18 
00 03 02 07 1f 
00 03 02 0c 09 
00 03 02 0c 10 
00 03 02 0e 10 
00 03 02 15 1f 
00 03 03 07 10 
00 03 03 07 27 
00 03 03 14 
00 03 04 14 
00 03 04 1d 
00 03 08 00 11 
00 03 08 0e 0a 
00 03 08 0e 10 
00 03 08 0e 17 
00 03 08 0e 1f 
00 03 08 13 18 
00 03 08 1c 19 
00 03 08 1d 17 
00 03 08 24 1f 
00 03 09 04 10 
00 03 09 05 10 
00 03 09 06 02 
00 03 09 06 04 
00 03 09 06 10 
00 03 09 06 11 
00 03 09 06 1f 
00 03 09 06 27 
00 03 09 07 08 
00 03 09 07 0e 
00 03 09 07 10 
00 03 09 07 16 
00 03 09 07 18 
00 03 09 07 1f 
00 03 09 07 20 
00 03 09 07 27 
00 03 09 0b 27 
00 03 09 0c 02 
00 03 09 0c 10 
00 03 09 0e 08 
00 03 09 0e 10 
00 03 09 0e 1f 
00 03 09 13 18 
00 03 09 13 27 
00 03 09 14 20 
00 03 09 15 1f 
00 03 09 1b 10 
00 03 09 1c 0e 
00 03 09 1c 10 
00 03 09 24 0e 
00 03 09 24 10 
00 03 09 24 18 
00 03 09 24 1f 
00 03 0e 00 19 
00 03 0e 07 09 
00 03 0e 07 19 
00 03 0e 1d 08 
00 03 0f 00 09 
00 03 0f 00 10 
00 03 0f 00 27 
00 03 0f 04 18 
00 03 0f 05 20 
00 03 0f 06 10 
00 03 0f 06 20 
00 03 0f 07 09 
00 03 0f 07 10 
00 03 0f 07 18 
00 03 0f 07 19 
00 03 0f 07 1f 
00 03 0f 07 20 
00 03 0f 0b 10 
00 03 0f 0c 10 
00 03 0f 0c 17 
00 03 0f 0c 18 
00 03 0f 0c 19 
00 03 0f 0c 20 
00 03 0f 0e 09 
00 03 0f 0e 10 
00 03 0f 0e 17 
00 03 0f 13 17 
00 03 0f 13 19 
00 03 0f 14 17 
00 03 0f 15 17 
00 03 0f 1b 09 
00 03 0f 1c 10 
00 03 0f 1c 17 
00 03 0f 1c 19 
00 03 0f 1d 08 
00 03 0f 1d 17 
00 03 0f 24 10 
00 03 0f 24 20 
00 03 0f 25 10 
00 03 10 00 09 
00 03 10 00 0f 
00 03 10 00 12 
00 03 10 00 18 
00 03 10 00 20 
00 03 10 00 27 
00 03 10 04 09 
00 03 10 04 18 
00 03 10 04 27 
00 03 10 05 03 
00 03 10 05 09 
00 03 10 05 0f 
00 03 10 05 12 
00 03 10 06 04 
00 03 10 06 09 
00 03 10 06 0f 
00 03 10 06 12 
00 03 10 06 15 
00 03 10 07 03 
00 03 10 07 09 
00 03 10 07 0f 
00 03 10 07 12 
00 03 10 0c 09 
00 03 10 0c 27 
00 03 10 0e 02 
00 03 10 0e 09 
00 03 10 0e 0f 
00 03 10 0e 12 
00 03 10 0e 15 
00 03 10 0e 1e 
00 03 10 13 02 
00 03 10 13 08 
00 03 10 13 09 
00 03 10 13 0f 
00 03 10 13 12 
00 03 10 13 15 
00 03 10 13 27 
00 03 10 15 00 
00 03 10 15 03 
00 03 10 15 08 
00 03 10 15 09 
00 03 10 15 0f 
00 03 10 1b 09 
00 03 10 1c 09 
00 03 10 1c 0f 
00 03 10 1c 11 
00 03 10 1c 1e 
00 03 10 24 0f 
00 03 10 24 15 
00 03 10 24 16 
00 03 10 24 1e 
00 03 10 25 0f 
00 03 10 25 20 
00 03 11 00 0f 
00 03 11 00 10 
00 03 11 00 11 
00 03 11 00 20 
00 03 11 04 0f 
00 03 11 06 09 
00 03 11 06 10 
00 03 11 06 12 
00 03 11 06 1f 
00 03 11 06 20 
00 03 11 07 09 
00 03 11 07 11 
00 03 11 07 16 
00 03 11 07 20 
00 03 11 0b 16 
00 03 11 0c 10 
00 03 11 0c 16 
00 03 11 0e 1f 
00 03 11 13 1f 
00 03 11 14 10 
00 03 11 14 1f 
00 03 11 15 1f 
00 03 11 24 1f 
00 03 17 00 11 
00 03 17 00 12 
00 03 17 00 19 
00 03 17 00 20 
00 03 17 04 18 
00 03 17 05 12 
00 03 17 05 19 
00 03 17 06 20 
00 03 17 07 12 
00 03 17 07 19 
00 03 17 07 1e 
00 03 17 07 1f 
00 03 17 0c 0f 
00 03 17 0c 11 
00 03 17 0e 0f 
00 03 17 0e 18 
00 03 17 0e 1f 
00 03 17 0e 27 
00 03 17 13 0f 
00 03 17 13 27 
00 03 17 14 0f 
00 03 17 14 11 
00 03 17 15 0f 
00 03 17 15 1f 
00 03 17 15 20 
00 03 17 1c 0f 
00 03 17 1d 08 
00 03 17 1d 0a 
00 03 17 1d 0f 
00 03 17 24 11 
00 03 18 00 09 
00 03 18 00 10 
00 03 18 00 12 
00 03 18 00 1b 
00 03 18 00 1e 
00 03 18 04 0f 
00 03 18 04 10 
00 03 18 04 11 
00 03 18 04 17 
00 03 18 05 0f 
00 03 18 05 10 
00 03 18 05 12 
00 03 18 05 1b 
00 03 18 06 11 
00 03 18 06 12 
00 03 18 06 1a 
00 03 18 07 09 
00 03 18 07 0f 
00 03 18 07 1d 
00 03 18 07 1e 
00 03 18 07 27 
00 03 18 0b 10 
00 03 18 0b 27 
00 03 18 0c 0f 
00 03 18 0c 12 
00 03 18 0c 20 
00 03 18 0c 26 
00 03 18 0e 02 
00 03 18 0e 17 
00 03 18 0e 20 
00 03 18 14 20 
00 03 18 15 02 
00 03 18 15 08 
00 03 18 1b 10 
00 03 18 1b 20 
00 03 18 1b 27 
00 03 18 1d 09 
00 03 18 1d 20 
00 03 18 24 1a 
00 03 18 24 20 
00 03 18 24 27 
00 03 19 00 09 
00 03 19 00 0e 
00 03 19 00 17 
00 03 19 00 18 
00 03 19 06 11 
00 03 19 06 12 
00 03 19 06 18 
00 03 19 06 26 
00 03 19 07 0e 
00 03 19 07 0f 
00 03 19 07 17 
00 03 19 07 1e 
00 03 19 07 27 
00 03 19 0c 09 
00 03 19 0c 0f 
00 03 19 13 0f 
00 03 19 13 10 
00 03 19 13 27 
00 03 19 15 03 
00 03 19 15 10 
00 03 19 15 27 
00 03 19 1c 27 
00 03 19 
00 03 1f 00 04 
00 03 1f 00 09 
00 03 1f 00 27 
00 03 1f 05 26 
00 03 1f 06 04 
00 03 1f 06 09 
00 03 1f 06 11 
00 03 1f 06 12 
00 03 1f 06 20 
00 03 1f 06 26 
00 03 1f 07 02 
00 03 1f 07 04 
00 03 1f 07 09 
00 03 1f 07 0f 
00 03 1f 07 11 
00 03 1f 07 17 
00 03 1f 0b 19 
00 03 1f 0b 20 
00 03 1f 0c 09 
00 03 1f 0e 09 
00 03 1f 0e 11 
00 03 1f 0e 12 
00 03 1f 0e 17 
00 03 1f 0e 19 
00 03 1f 13 10 
00 03 1f 13 11 
00 03 1f 13 12 
00 03 1f 13 27 
00 03 1f 14 12 
00 03 1f 14 26 
00 03 1f 15 02 
00 03 1f 15 09 
00 03 1f 15 11 
00 03 1f 15 17 
00 03 1f 24 08 
00 03 1f 24 11 
00 03 1f 24 12 
00 03 1f 24 19 
00 03 1f 24 26 
00 03 1f 
00 03 20 00 02 
00 03 20 00 09 
00 03 20 00 17 
00 03 20 00 1a 
00 03 20 06 11 
00 03 20 06 18 
00 03 20 06 20 
00 03 20 07 02 
00 03 20 07 17 
00 03 20 07 1a 
00 03 20 07 20 
00 03 20 07 26 
00 03 20 0b 1f 
00 03 20 0c 09 
00 03 20 0c 0e 
00 03 20 0c 0f 
00 03 20 0c 18 
00 03 20 0c 1a 
00 03 20 0e 18 
00 03 20 13 03 
00 03 20 14 18 
00 03 20 15 03 
00 03 20 15 17 
00 03 20 1c 03 
00 03 20 1c 1a 
00 03 20 1d 18 
00 03 20 24 0f 
00 03 20 24 18 
00 03 20 24 1a 
00 03 20 25 10 
00 03 27 00 0f 
00 03 27 00 10 
00 03 27 00 11 
00 03 27 00 1f 
00 03 27 04 18 
00 03 27 04 19 
00 03 27 04 22 
00 03 27 05 10 
00 03 27 06 09 
00 03 27 06 21 
00 03 27 06 24 
00 03 27 07 03 
00 03 27 07 09 
00 03 27 07 11 
00 03 27 07 18 
00 03 27 07 19 
00 03 27 0b 18 
00 03 27 0c 10 
00 03 27 0e 17 
00 03 27 13 09 
00 03 27 13 10 
00 03 27 13 11 
00 03 27 13 17 
00 03 27 13 18 
00 03 27 13 19 
00 03 27 13 1f 
00 03 27 14 
00 03 27 1c 10 
00 03 27 1c 1f 
00 03 27 24 18 
00 13 02 04 1f 
00 13 02 04 20 
00 13 02 0a 06 
00 13 02 0a 10 
00 13 02 0b 18 
00 13 02 0d 09 
00 13 02 15 0f 
00 13 02 15 1f 
00 13 02 15 27 
00 13 02 16 18 
00 13 02 17 18 
00 13 02 17 1f 
00 13 02 1c 1f 
00 13 02 1c 20 
00 13 02 1d 10 
00 13 02 1e 10 
00 13 02 1e 1f 
00 13 02 1e 20 
00 13 02 25 11 
00 13 03 0a 00 
00 13 03 0a 07 
00 13 03 16 27 
00 13 03 17 10 
00 13 03 17 27 
00 13 03 1b 08 
00 13 03 1e 10 
00 13 04 04 
00 13 04 0a 00 
00 13 08 0a 0c 
00 13 08 0a 10 
00 13 08 0a 11 
00 13 08 0a 17 
00 13 08 0a 19 
00 13 08 0b 11 
00 13 08 0b 18 
00 13 08 0b 19 
00 13 08 0b 1f 
00 13 08 10 11 
00 13 08 10 20 
00 13 08 14 03 
00 13 08 15 11 
00 13 08 15 20 
00 13 08 16 18 
00 13 08 17 0a 
00 13 08 17 11 
00 13 08 1b 03 
00 13 08 1b 17 
00 13 08 1b 20 
00 13 08 1d 11 
00 13 08 1d 19 
00 13 08 1e 19 
00 13 08 24 17 
00 13 08 24 18 
00 13 08 24 20 
00 13 08 25 11 
00 13 08 25 19 
00 13 09 03 18 
00 13 09 03 27 
00 13 09 0a 0d 
00 13 09 0a 0e 
00 13 09 0a 10 
00 13 09 0a 17 
00 13 09 0a 1f 
00 13 09 0a 20 
00 13 09 0b 0e 
00 13 09 0b 27 
00 13 09 10 16 
00 13 09 10 18 
00 13 09 10 1f 
00 13 09 10 20 
00 13 09 15 10 
00 13 09 15 27 
00 13 09 16 10 
00 13 09 16 16 
00 13 09 16 17 
00 13 09 16 20 
00 13 09 17 08 
00 13 09 17 0e 
00 13 09 17 10 
00 13 09 17 16 
00 13 09 17 18 
00 13 09 17 1f 
00 13 09 17 20 
00 13 09 17 27 
00 13 09 1b 10 
00 13 09 1b 1f 
00 13 09 1d 10 
00 13 09 1d 27 
00 13 09 1e 0e 
00 13 09 1e 10 
00 13 09 1e 1f 
00 13 09 1e 20 
00 13 09 24 17 
00 13 09 24 1f 
00 13 09 25 10 
00 13 09 25 16 
00 13 09 25 1f 
00 13 09 
00 13 0e 0a 0a 
00 13 0e 0a 10 
00 13 0e 0a 1f 
00 13 0e 0b 16 
00 13 0e 10 19 
00 13 0e 16 09 
00 13 0e 16 19 
00 13 0e 17 09 
00 13 0e 17 19 
00 13 0e 1e 1f 
00 13 0e 25 20 
00 13 0f 03 17 
00 13 0f 03 19 
00 13 0f 0a 0b 
00 13 0f 0a 10 
00 13 0f 0a 17 
00 13 0f 0a 18 
00 13 0f 0a 19 
00 13 0f 0a 1f 
00 13 0f 0a 27 
00 13 0f 0b 19 
00 13 0f 0c 02 
00 13 0f 0c 19 
00 13 0f 0c 1f 
00 13 0f 0c 20 
00 13 0f 0c 27 
00 13 0f 10 09 
00 13 0f 10 18 
00 13 0f 10 27 
00 13 0f 14 18 
00 13 0f 15 02 
00 13 0f 15 16 
00 13 0f 15 19 
00 13 0f 15 1f 
00 13 0f 16 1f 
00 13 0f 16 27 
00 13 0f 17 09 
00 13 0f 17 10 
00 13 0f 17 18 
00 13 0f 17 19 
00 13 0f 17 1f 
00 13 0f 17 20 
00 13 0f 1b 09 
00 13 0f 1b 27 
00 13 0f 1d 27 
00 13 0f 1e 10 
00 13 0f 1e 19 
00 13 0f 1e 1f 
00 13 0f 24 09 
00 13 0f 24 27 
00 13 10 03 19 
00 13 10 03 1f 
00 13 10 03 27 
00 13 10 0b 15 
00 13 10 0b 19 
00 13 10 0b 1e 
00 13 10 0b 27 
00 13 10 10 13 
00 13 10 10 19 
00 13 10 10 20 
00 13 10 10 27 
00 13 10 15 09 
00 13 10 15 19 
00 13 10 15 20 
00 13 10 15 27 
00 13 10 16 09 
00 13 10 16 19 
00 13 10 16 1e 
00 13 10 16 20 
00 13 10 16 27 
00 13 10 17 09 
00 13 10 17 19 
00 13 10 17 20 
00 13 10 17 27 
00 13 10 1b 09 
00 13 10 1b 19 
00 13 10 1b 1f 
00 13 10 1c 12 
00 13 10 1c 13 
00 13 10 1c 19 
00 13 10 1c 1f 
00 13 10 1d 02 
00 13 10 1d 09 
00 13 10 24 19 
00 13 10 25 09 
00 13 10 25 19 
00 13 10 25 27 
00 13 11 0a 15 
00 13 11 0a 16 
00 13 11 10 08 
00 13 11 10 10 
00 13 11 10 27 
00 13 11 14 18 
00 13 11 14 27 
00 13 11 15 08 
00 13 11 15 10 
00 13 11 15 1f 
00 13 11 16 27 
00 13 11 17 08 
00 13 11 17 10 
00 13 11 17 1f 
00 13 11 17 27 
00 13 11 1b 18 
00 13 11 1d 08 
00 13 11 1e 1e 
00 13 11 25 02 
00 13 11 25 08 
00 13 11 
00 13 17 03 0f 
00 13 17 03 27 
00 13 17 0a 09 
00 13 17 0a 0f 
00 13 17 0a 12 
00 13 17 0a 13 
00 13 17 0a 19 
00 13 17 0a 1e 
00 13 17 0a 27 
00 13 17 0b 10 
00 13 17 0b 14 
00 13 17 0c 18 
00 13 17 10 11 
00 13 17 10 12 
00 13 17 10 19 
00 13 17 14 18 
00 13 17 15 12 
00 13 17 15 14 
00 13 17 15 19 
00 13 17 16 09 
00 13 17 16 1f 
00 13 17 16 27 
00 13 17 17 12 
00 13 17 17 19 
00 13 17 17 1e 
00 13 17 17 1f 
00 13 17 1b 02 
00 13 17 1b 08 
00 13 17 1b 0a 
00 13 17 1b 12 
00 13 17 1b 19 
00 13 17 1b 1e 
00 13 17 1b 1f 
00 13 17 1c 11 
00 13 17 1c 1f 
00 13 17 1e 11 
00 13 17 24 02 
00 13 17 24 08 
00 13 17 24 09 
00 13 17 24 12 
00 13 17 24 19 
00 13 17 24 1e 
00 13 17 25 09 
00 13 18 03 08 
00 13 18 03 09 
00 13 18 03 1e 
00 13 18 03 27 
00 13 18 0a 02 
00 13 18 0a 08 
00 13 18 0a 0f 
00 13 18 0a 1a 
00 13 18 0a 1c 
00 13 18 0a 1d 
00 13 18 0a 27 
00 13 18 0b 01 
00 13 18 0b 02 
00 13 18 0b 1f 
00 13 18 10 09 
00 13 18 10 0f 
00 13 18 10 12 
00 13 18 10 1b 
00 13 18 10 1e 
00 13 18 10 20 
00 13 18 10 26 
00 13 18 14 03 
00 13 18 14 0f 
00 13 18 14 17 
00 13 18 14 26 
00 13 18 15 04 
00 13 18 15 1e 
00 13 18 15 20 
00 13 18 16 08 
00 13 18 16 1e 
00 13 18 16 1f 
00 13 18 16 20 
00 13 18 16 27 
00 13 18 1b 02 
00 13 18 1b 08 
00 13 18 1b 1d 
00 13 18 1b 26 
00 13 18 1b 27 
00 13 18 1d 09 
00 13 18 1d 0f 
00 13 18 1d 17 
00 13 18 1e 02 
00 13 18 1e 0f 
00 13 18 1e 12 
00 13 18 1e 17 
00 13 18 1e 26 
00 13 18 24 02 
00 13 18 24 08 
00 13 18 24 1d 
00 13 18 24 26 
00 13 18 24 27 
00 13 19 03 0f 
00 13 19 03 10 
00 13 19 03 27 
00 13 19 0a 08 
00 13 19 0a 0f 
00 13 19 0a 17 
00 13 19 0a 1d 
00 13 19 0a 1e 
00 13 19 0a 1f 
00 13 19 0b 08 
00 13 19 0b 0f 
00 13 19 0b 10 
00 13 19 0b 1e 
00 13 19 0b 1f 
00 13 19 0c 1f 
00 13 19 10 0e 
00 13 19 10 10 
00 13 19 10 17 
00 13 19 10 18 
00 13 19 10 1e 
00 13 19 14 11 
00 13 19 15 03 
00 13 19 15 0f 
00 13 19 15 10 
00 13 19 15 17 
00 13 19 15 1e 
00 13 19 16 0e 
00 13 19 16 10 
00 13 19 16 1e 
00 13 19 16 27 
00 13 19 17 0e 
00 13 19 17 0f 
00 13 19 17 17 
00 13 19 17 1e 
00 13 19 17 27 
00 13 19 1b 10 
00 13 19 1b 17 
00 13 19 1b 27 
00 13 19 1c 10 
00 13 19 1c 17 
00 13 19 1c 1e 
00 13 19 1c 27 
00 13 19 1d 08 
00 13 19 1e 08 
00 13 19 1e 0f 
00 13 19 1e 1e 
00 13 19 1e 26 
00 13 19 24 10 
00 13 19 24 17 
00 13 19 24 27 
00 13 19 25 08 
00 13 19 25 10 
00 13 19 
00 13 1f 03 10 
00 13 1f 03 11 
00 13 1f 03 12 
00 13 1f 03 27 
00 13 1f 0a 09 
00 13 1f 0a 0e 
00 13 1f 0a 0f 
00 13 1f 0a 1b 
00 13 1f 0a 1c 
00 13 1f 10 09 
00 13 1f 10 27 
00 13 1f 15 02 
00 13 1f 15 0f 
00 13 1f 15 11 
00 13 1f 15 1c 
00 13 1f 16 0f 
00 13 1f 16 17 
00 13 1f 17 02 
00 13 1f 17 04 
00 13 1f 17 09 
00 13 1f 17 0f 
00 13 1f 17 11 
00 13 1f 17 17 
00 13 1f 1b 09 
00 13 1f 1b 10 
00 13 1f 1b 17 
00 13 1f 1e 02 
00 13 1f 1e 09 
00 13 1f 1e 0e 
00 13 1f 1e 0f 
00 13 1f 1e 26 
00 13 1f 24 09 
00 13 1f 25 09 
00 13 1f 25 18 
00 13 20 0a 24 
00 13 20 0b 0f 
00 13 20 0c 01 
00 13 20 10 08 
00 13 20 10 25 
00 13 20 10 27 
00 13 20 15 04 
00 13 20 15 08 
00 13 20 15 0f 
00 13 20 15 20 
00 13 20 17 0e 
00 13 20 17 20 
00 13 20 1b 08 
00 13 20 1b 25 
00 13 20 1b 27 
00 13 20 1c 02 
00 13 20 1c 27 
00 13 20 1e 02 
00 13 20 1e 03 
00 13 20 1e 26 
00 13 20 1e 27 
00 13 20 24 08 
00 13 20 24 25 
00 13 20 24 27 
00 13 20 25 04 
00 13 20 25 0e 
00 13 27 03 09 
00 13 27 03 10 
00 13 27 03 11 
00 13 27 03 17 
00 13 27 03 18 
00 13 27 03 19 
00 13 27 03 1f 
00 13 27 0a 0f 
00 13 27 0a 17 
00 13 27 0a 18 
00 13 27 0a 23 
00 13 27 0b 10 
00 13 27 0b 21 
00 13 27 10 0f 
00 13 27 10 10 
00 13 27 10 11 
00 13 27 10 1f 
00 13 27 14 18 
00 13 27 14 22 
00 13 27 15 02 
00 13 27 15 09 
00 13 27 15 10 
00 13 27 15 24 
00 13 27 17 03 
00 13 27 17 09 
00 13 27 17 11 
00 13 27 17 18 
00 13 27 17 19 
00 13 27 1b 0f 
00 13 27 1b 19 
00 13 27 1c 19 
00 13 27 1c 23 
00 13 27 1d 09 
00 13 27 1d 0f 
00 13 27 1e 10 
00 13 27 24 0f 
00 13 27 24 18 
00 13 27 24 19 
00 13 27 25 10 
00 13 27 25 1a 
00 0b 01 04 10 
00 0b 01 08 10 
00 0b 01 0c 10 
00 0b 01 13 18 
00 0b 01 15 0f 
00 0b 01 15 18 
00 0b 01 15 19 
00 0b 01 24 10 
00 0b 02 02 10 
00 0b 02 04 0f 
00 0b 02 04 10 
00 0b 02 08 06 
00 0b 02 08 10 
00 0b 02 0c 09 
00 0b 02 0c 10 
00 0b 02 0f 18 
00 0b 02 0f 1f 
00 0b 02 13 18 
00 0b 02 14 
00 0b 02 16 18 
00 0b 02 1d 09 
00 0b 02 25 20 
00 0b 03 04 10 
00 0b 03 0d 
00 0b 03 0e 10 
00 0b 03 0f 10 
00 0b 03 0f 27 
00 0b 03 14 
00 0b 03 1b 10 
00 0b 03 24 10 
00 0b 03 25 
00 0b 04 04 
00 0b 04 14 
00 0b 04 25 
00 0b 08 08 10 
00 0b 08 08 19 
00 0b 08 0c 10 
00 0b 08 0d 10 
00 0b 08 0d 19 
00 0b 08 0d 20 
00 0b 08 0e 0b 
00 0b 08 0f 19 
00 0b 08 13 0b 
00 0b 08 13 19 
00 0b 08 15 0b 
00 0b 08 1b 0b 
00 0b 08 1b 19 
00 0b 08 24 0b 
00 0b 08 24 19 
00 0b 09 1c 02 
00 0b 09 1d 02 
00 0b 09 24 02 
00 0b 0e 08 19 
00 0b 0e 0d 09 
00 0b 0e 0d 10 
00 0b 0e 0d 19 
00 0b 0e 0f 09 
00 0b 0e 0f 19 
00 0b 0e 13 16 
00 0b 0e 14 
00 0b 0e 24 16 
00 0b 0f 02 10 
00 0b 0f 03 10 
00 0b 0f 08 09 
00 0b 0f 08 10 
00 0b 0f 08 17 
00 0b 0f 08 18 
00 0b 0f 08 27 
00 0b 0f 0c 03 
00 0b 0f 0c 10 
00 0b 0f 0c 18 
00 0b 0f 0d 10 
00 0b 0f 0d 18 
00 0b 0f 0d 19 
00 0b 0f 0d 1f 
00 0b 0f 0d 20 
00 0b 0f 0e 18 
00 0b 0f 0f 09 
00 0b 0f 0f 10 
00 0b 0f 0f 18 
00 0b 0f 0f 19 
00 0b 0f 0f 1f 
00 0b 0f 0f 20 
00 0b 0f 13 19 
00 0b 0f 15 01 
00 0b 0f 1b 09 
00 0b 0f 1c 10 
00 0b 0f 1d 10 
00 0b 0f 25 10 
00 0b 10 02 0f 
00 0b 10 02 15 
00 0b 10 02 18 
00 0b 10 03 0f 
00 0b 10 03 12 
00 0b 10 03 16 
00 0b 10 03 17 
00 0b 10 03 18 
00 0b 10 03 1e 
00 0b 10 08 01 
00 0b 10 08 02 
00 0b 10 08 08 
00 0b 10 08 09 
00 0b 10 08 0f 
00 0b 10 08 12 
00 0b 10 0c 01 
00 0b 10 0c 08 
00 0b 10 0c 09 
00 0b 10 0c 0f 
00 0b 10 0c 12 
00 0b 10 0c 16 
00 0b 10 0c 27 
00 0b 10 0d 0f 
00 0b 10 0e 03 
00 0b 10 0e 09 
00 0b 10 0f 03 
00 0b 10 0f 09 
00 0b 10 0f 0f 
00 0b 10 0f 12 
00 0b 10 0f 27 
00 0b 10 13 01 
00 0b 10 13 02 
00 0b 10 13 03 
00 0b 10 13 08 
00 0b 10 13 10 
00 0b 10 15 0f 
00 0b 10 15 10 
00 0b 10 15 12 
00 0b 10 15 17 
00 0b 10 15 18 
00 0b 10 15 20 
00 0b 10 16 03 
00 0b 10 16 0f 
00 0b 10 16 12 
00 0b 10 16 15 
00 0b 10 16 18 
00 0b 10 16 20 
00 0b 10 1b 03 
00 0b 10 1b 12 
00 0b 10 1b 15 
00 0b 10 1b 17 
00 0b 10 1b 20 
00 0b 10 1c 0f 
00 0b 10 1c 12 
00 0b 10 1c 19 
00 0b 10 1c 1f 
00 0b 10 24 01 
00 0b 10 24 02 
00 0b 10 24 03 
00 0b 10 24 12 
00 0b 10 25 0f 
00 0b 10 25 12 
00 0b 10 25 16 
00 0b 10 25 17 
00 0b 10 25 18 
00 0b 10 25 1e 
00 0b 10 25 20 
00 0b 10 25 27 
00 0b 11 02 18 
00 0b 11 02 1f 
00 0b 11 02 27 
00 0b 11 08 1f 
00 0b 11 08 27 
00 0b 11 0d 20 
00 0b 11 0f 08 
00 0b 11 0f 10 
00 0b 11 0f 1f 
00 0b 11 0f 27 
00 0b 11 14 27 
00 0b 11 15 18 
00 0b 11 15 1f 
00 0b 11 16 18 
00 0b 11 16 27 
00 0b 11 1b 02 
00 0b 11 1b 1f 
00 0b 11 1b 27 
00 0b 11 25 17 
00 0b 11 25 18 
00 0b 11 25 1f 
00 0b 17 02 12 
00 0b 17 08 09 
00 0b 17 08 0f 
00 0b 17 08 10 
00 0b 17 08 11 
00 0b 17 08 12 
00 0b 17 08 19 
00 0b 17 08 1e 
00 0b 17 08 1f 
00 0b 17 08 20 
00 0b 17 0c 09 
00 0b 17 0c 11 
00 0b 17 0d 20 
00 0b 17 0e 09 
00 0b 17 0e 18 
00 0b 17 0f 12 
00 0b 17 0f 19 
00 0b 17 0f 1e 
00 0b 17 0f 1f 
00 0b 17 13 10 
00 0b 17 13 14 
00 0b 17 14 13 
00 0b 17 15 18 
00 0b 17 16 18 
00 0b 17 1b 02 
00 0b 17 1b 10 
00 0b 17 1b 11 
00 0b 17 1b 12 
00 0b 17 1d 11 
00 0b 17 24 02 
00 0b 17 24 10 
00 0b 17 24 14 
00 0b 17 24 1e 
00 0b 17 24 27 
00 0b 18 02 10 
00 0b 18 02 11 
00 0b 18 02 20 
00 0b 18 03 10 
00 0b 18 03 27 
00 0b 18 08 02 
00 0b 18 08 09 
00 0b 18 08 0f 
00 0b 18 08 12 
00 0b 18 08 1d 
00 0b 18 08 1e 
00 0b 18 08 26 
00 0b 18 0c 02 
00 0b 18 0c 09 
00 0b 18 0c 0f 
00 0b 18 0c 12 
00 0b 18 0c 26 
00 0b 18 0e 0f 
00 0b 18 0e 17 
00 0b 18 0e 26 
